Region_id,Region_type,City_Name,State_abrv,Neighborhood,County
46383,city,Malvern, OH, Canton-Massillon, Carroll County
46382,city,Malvern, IA, Omaha-Council Bluffs, Mills County
46379,city,Malden, IL, Ottawa-Peru, Bureau County
46378,city,Malakoff, TX, Athens, Henderson County
46375,city,Malabar, FL, Palm Bay-Melbourne-Titusville, Brevard County
46372,city,Magnolia, MN, Rock County,
46371,city,Magnolia, KY, Hart County,
46369,city,Magdalena, NM, Socorro County,
46368,city,Madisonville, TX, Madison County,
46365,city,Madison, PA, Pittsburgh, Westmoreland County
46363,city,Madison, GA, Atlanta-Sandy Springs-Roswell, Morgan County
46360,city,Madeline, CA, Susanville, Lassen County
46358,city,Mackinaw City, MI, Emmet County,
46355,city,Mac Arthur, WV, Beckley, Raleigh County
46354,city,Lysite, WY, Riverton, Fremont County
46352,city,Lyons Falls, NY, Lewis County,
46350,city,Lynnville, IA, Newton, Jasper County
46348,city,Lynchburg, VA, Lynchburg City,
46346,city,Lyle, MN, Austin, Mower County
46342,city,Luling, LA, New Orleans-Metairie, Saint Charles Parish
46341,city,Lula, MS, Clarksdale, Coahoma County
46340,city,Lula, GA, Gainesville, Hall County
46339,city,Lufkin, TX, Angelina County,
46336,city,Luckey, OH, Toledo, Wood County
46333,city,Lubec, ME, Washington County,
46325,city,Loveland, CO, Fort Collins, Larimer County
46323,city,Louviers, CO, Denver-Aurora-Lakewood, Douglas County
46320,city,Louisville, OH, Canton-Massillon, Stark County
4632,city,Exeter, CA, Visalia-Porterville, Tulare County
46319,city,Lost Nation, IA, Clinton, Clinton County
46317,city,Los Indios, TX, Brownsville-Harlingen, Cameron County
46316,city,Los Banos, CA, Merced, Merced County
46314,city,Los Alamitos, CA, Los Angeles-Long Beach-Anaheim, Orange County
46312,city,Loraine, TX, Mitchell County,
4631,city,Excel, AL, Monroe County,
46309,city,Loomis, NE, Phelps County,
46308,city,Lookout Mountain, GA, Chattanooga, Walker County
46307,city,Lookeba, OK, Caddo County,
46304,city,Longs, SC, Myrtle Beach-Conway-North Myrtle Beach, Horry County
46300,city,Long Beach, NY, New York-Newark-Jersey City, Nassau County
46298,city,Long Beach, CA, Los Angeles-Long Beach-Anaheim, Los Angeles County
46297,city,Lone Tree, CO, Denver-Aurora-Lakewood, Douglas County
46295,city,London, AR, Russellville, Pope County
46293,city,Lolo, MT, Missoula, Missoula County
46291,city,Logan, UT, Cache County,
4629,city,Everman, TX, Dallas-Fort Worth-Arlington, Tarrant County
46285,city,Lockport, IL, Chicago-Naperville-Elgin, Will County
46283,city,Lockney, TX, Floyd County,
46282,city,Lockesburg, AR, Sevier County,
46281,city,Town Of Locke, NY, Auburn, Cayuga County
46280,city,Lockbourne, OH, Columbus, Franklin County
4628,city,Everly, IA, Spencer, Clay County
46275,city,Livingston, SC, Orangeburg, Orangeburg County
46274,city,Livingston, IL, St. Louis, Madison County
46273,city,Livermore, KY, Owensboro, McLean County
46272,city,Littleton, WV, Wetzel County,
46271,city,Littleton, MA, Boston-Cambridge-Newton, Middlesex County
46269,city,Little York, IL, Warren County,
46268,city,Little Mountain, SC, Newberry, Newberry County
46267,city,Little Ferry, NJ, New York-Newark-Jersey City, Bergen County
46266,city,Little Egg Harbor Township, NJ, New York-Newark-Jersey City, Ocean County
46263,city,Litchfield, CA, Susanville, Lassen County
46262,city,Lisman, AL, Choctaw County,
4626,city,Everett, WA, Seattle-Tacoma-Bellevue, Snohomish County
46256,city,Lindside, WV, Monroe County,
46255,city,Lindsborg, KS, McPherson, McPherson County
46254,city,Lind, WA, Othello, Adams County
46253,city,Lincoln, NH, Claremont-Lebanon, Grafton County
46252,city,Lincoln, MA, Boston-Cambridge-Newton, Middlesex County
46251,city,Lime Ridge, WI, Baraboo, Sauk County
4625,city,Everett, MA, Boston-Cambridge-Newton, Middlesex County
46248,city,Lilly, GA, Dooly County,
46246,city,Lilbourn, MO, New Madrid County,
46243,city,Lidderdale, IA, Carroll, Carroll County
46241,city,Liberty City, TX, Longview, Gregg County
46240,city,Liberty Center, IA, Des Moines-West Des Moines, Warren County
46239,city,Liberty, IL, Quincy, Adams County
46238,city,Lexington, OR, Hermiston-Pendleton, Morrow County
46237,city,Lewiston, NE, Pawnee County,
46236,city,Lewis, CO, Montezuma County,
46234,city,Levant, ME, Bangor, Penobscot County
46231,city,Letona, AR, Searcy, White County
46230,city,Leslie, AR, Searcy County,
4623,city,Evansdale, IA, Waterloo-Cedar Falls, Black Hawk County
46228,city,Leonville, LA, Opelousas, Saint Landry Parish
46227,city,Leonidas, MN, Duluth, Saint Louis County
46225,city,Leonard, TX, Bonham, Fannin County
46220,city,Lena, WI, Green Bay, Oconto County
4622,city,Evans, GA, Augusta-Richmond County, Columbia County
46219,city,Lena, IL, Freeport, Stephenson County
46218,city,Lemoore, CA, Hanford-Corcoran, Kings County
46217,city,Lemhi, ID, Lemhi County,
46216,city,Lemay, MO, St. Louis, Saint Louis County
46212,city,Leighton, IA, Oskaloosa, Mahaska County
46210,city,Leigh, NE, Colfax County,
4621,city,Eustis, FL, Orlando-Kissimmee-Sanford, Lake County
46209,city,Leicester, MA, Worcester, Worcester County
46207,city,Lehighton, PA, Allentown-Bethlehem-Easton, Carbon County
46206,city,Lefor, ND, Dickinson, Stark County
46204,city,Leetonia, OH, Salem, Columbiana County
46203,city,Leeton, MO, Warrensburg, Johnson County
46201,city,Leesburg, TX, Camp County,
46196,city,Lebo, KS, Coffey County,
46194,city,Leawood, KS, Kansas City, Johnson County
46191,city,Leasburg, NC, Caswell County,
46190,city,Leary, GA, Calhoun County,
4619,city,Eupora, MS, Webster County,
46189,city,Leamington, UT, Millard County,
46187,city,Leadwood, MO, Farmington, Saint Francois County
46186,city,Leadore, ID, Lemhi County,
46183,city,Lawton, OK, Comanche County,
46182,city,Lawsonville, NC, Winston-Salem, Stokes County
46180,city,Lawrenceburg, TN, Lawrence County,
46179,city,Lawrence, MA, Boston-Cambridge-Newton, Essex County
46178,city,Lawndale, CA, Los Angeles-Long Beach-Anaheim, Los Angeles County
46173,city,Lavalette, WV, Huntington-Ashland, Wayne County
46172,city,Lavaca, AR, Fort Smith, Sebastian County
4617,city,Eucha, OK, Delaware County,
46169,city,Laurel Hill, NC, Laurinburg, Scotland County
46167,city,Laupahoehoe, HI, Hilo, Hawaii County
46165,city,Latimer, IA, Franklin County,
46163,city,Latham, MO, Jefferson City, Moniteau County
46160,city,Larslan, MT, Valley County,
46159,city,Laredo, MO, Grundy County,
46157,city,Laquey, MO, Fort Leonard Wood, Pulaski County
46156,city,Laporte, MN, Hubbard County,
46155,city,Lansing, OH, Wheeling, Belmont County
46153,city,Lanesboro, MN, Rochester, Fillmore County
46152,city,Lanesboro, IA, Carroll, Carroll County
46150,city,Landrum, SC, Greenville-Anderson-Mauldin, Greenville County
4615,city,Etna, PA, Pittsburgh, Allegheny County
46149,city,Landis, NC, Charlotte-Concord-Gastonia, Rowan County
46144,city,Lancaster, MA, Worcester, Worcester County
46137,city,Lakeway, TX, Austin-Round Rock, Travis County
46130,city,Lakeland, TN, Memphis, Shelby County
4613,city,Estelline, TX, Hall County,
46128,city,Lakehurst, NJ, New York-Newark-Jersey City, Ocean County
46126,city,Lakebay, WA, Seattle-Tacoma-Bellevue, Pierce County
46125,city,Lake Zurich, IL, Chicago-Naperville-Elgin, Lake County
46124,city,Lake Worth, TX, Dallas-Fort Worth-Arlington, Tarrant County
46123,city,Lake Wissota, WI, Eau Claire, Chippewa County
46120,city,Lake Village, AR, Chicot County,
46118,city,Lake Tapawingo, MO, Kansas City, Jackson County
46112,city,Lake Preston, SD, Kingsbury County,
46111,city,Lake Park, IA, Spirit Lake, Dickinson County
46110,city,Lake Park, FL, Miami-Fort Lauderdale-West Palm Beach, Palm Beach County
46109,city,Lake Ozark, MO, Camden County,
46105,city,Lake Havasu City, AZ, Lake Havasu City-Kingman, Mohave County
46104,city,Lake George, CO, Denver-Aurora-Lakewood, Park County
46101,city,Lake Charles, LA, Calcasieu Parish,
46100,city,Lake Alfred, FL, Lakeland-Winter Haven, Polk County
46098,city,Laguna Woods, CA, Los Angeles-Long Beach-Anaheim, Orange County
46096,city,Ladd, IL, Ottawa-Peru, Bureau County
46095,city,Laconia, NH, Belknap County,
46093,city,Labadieville, LA, Assumption Parish,
46091,city,La Vergne, TN, Nashville-Davidson--Murfreesboro--Franklin, Rutherford County
4609,city,Town Of Esopus, NY, Kingston, Ulster County
46089,city,La Mesa, CA, San Diego-Carlsbad, San Diego County
46085,city,La Fontaine, IN, Wabash, Wabash County
46084,city,La Crosse, WI, La Crosse-Onalaska, La Crosse County
46083,city,La Crosse, FL, Gainesville, Alachua County
46082,city,La Crescent, MN, La Crosse-Onalaska, Houston County
46080,city,La Canada Flintridge, CA, Los Angeles-Long Beach-Anaheim, Los Angeles County
4608,city,Esmond, IL, Chicago-Naperville-Elgin, DeKalb County
46078,city,La Blanca, TX, McAllen-Edinburg-Mission, Hidalgo County
46076,city,Kyle, TX, Austin-Round Rock, Hays County
46074,city,Kurtistown, HI, Hilo, Hawaii County
46071,city,Krotz Springs, LA, Opelousas, Saint Landry Parish
46069,city,Kouts, IN, Chicago-Naperville-Elgin, Porter County
46065,city,Kosciusko, MS, Attala County,
46061,city,Kokomo, IN, Howard County,
46058,city,Knob Noster, MO, Warrensburg, Johnson County
46056,city,Knightsville, IN, Terre Haute, Clay County
46052,city,Kittrell, NC, Henderson, Vance County
46048,city,Kirbyville, MO, Branson, Taney County
46047,city,Kinta, OK, Haskell County,
46044,city,Kingston, WI, Green Lake County,
46043,city,Kingston, OK, Marshall County,
46042,city,Kingsland, AR, Pine Bluff, Cleveland County
4604,city,Erwin, TN, Johnson City, Unicoi County
46039,city,Kingman, AZ, Lake Havasu City-Kingman, Mohave County
46038,city,Kinder, LA, Allen Parish,
46037,city,Kimper, KY, Pike County,
46036,city,Kimberly, ID, Twin Falls, Twin Falls County
46034,city,Killingworth, CT, Hartford-West Hartford-East Hartford, Middlesex County
46031,city,Kilbourne, IL, Mason County,
4603,city,Erlanger, KY, Cincinnati, Kenton County
46029,city,Keysville, GA, Augusta-Richmond County, Burke County
46028,city,Keystone Heights, FL, Jacksonville, Clay County
46027,city,Keystone, NE, Keith County,
46024,city,Kewaunee, WI, Green Bay, Kewaunee County
46022,city,Kerby, OR, Grants Pass, Josephine County
46020,city,Keokuk, IA, Fort Madison-Keokuk, Lee County
4602,city,Erie, IL, Sterling, Whiteside County
46019,city,Keo, AR, Little Rock-North Little Rock-Conway, Lonoke County
46018,city,Kenwood, CA, Santa Rosa, Sonoma County
46013,city,Kenilworth, IL, Chicago-Naperville-Elgin, Cook County
46012,city,Kendleton, TX, Houston-The Woodlands-Sugar Land, Fort Bend County
46010,city,Town Of Kendall, NY, Rochester, Orleans County
46009,city,Kendalia, TX, San Antonio-New Braunfels, Kendall County
46008,city,Kenansville, FL, Orlando-Kissimmee-Sanford, Osceola County
46005,city,Kelso, WA, Longview, Cowlitz County
46000,city,Kellogg, ID, Shoshone County,
45998,city,Keller, WA, Ferry County,
45997,city,Kelford, NC, Bertie County,
45995,city,Keeseville, NY, Essex County,
45993,city,Keaton, KY, Johnson County,
45991,city,Kearney, NE, Buffalo County,
4599,city,Ephraim, WI, Door County,
45983,city,Kapolei, HI, Urban Honolulu, Honolulu County
45982,city,Kanosh, UT, Millard County,
45980,city,Kamas, UT, Summit Park, Summit County
4598,city,Eolia, KY, Letcher County,
45977,city,Junction City, OR, Eugene, Lane County
45976,city,Junction City, KS, Geary County,
45975,city,Junction City, AR, El Dorado, Union County
45974,city,Junction, TX, Kimble County,
45973,city,Julian, NC, Greensboro-High Point, Guilford County
45972,city,Judsonia, AR, Searcy, White County
45970,city,Judith Gap, MT, Wheatland County,
45967,city,Joshua, TX, Dallas-Fort Worth-Arlington, Johnson County
45966,city,Joplin, MO, Jasper County,
45965,city,Jonesville, NC, Winston-Salem, Yadkin County
45964,city,Jonesville, IN, Columbus, Bartholomew County
45963,city,Jonestown, MS, Clarksdale, Coahoma County
45959,city,Johnstown, NE, Brown County,
45957,city,Johnsonburg, PA, St. Marys, Elk County
45955,city,Johnson Creek, WI, Watertown-Fort Atkinson, Jefferson County
45953,city,Johnson, KS, Stanton County,
45951,city,Joaquin, TX, Shelby County,
4595,city,Enochs, TX, Lamb County,
45949,city,Jet, OK, Alfalfa County,
45946,city,Jersey, GA, Atlanta-Sandy Springs-Roswell, Walton County
45945,city,Jerome, MI, Hillsdale, Hillsdale County
45940,city,Jemez Springs, NM, Albuquerque, Sandoval County
4594,city,Englewood, TN, Athens, McMinn County
45939,city,Jelm, WY, Laramie, Albany County
45936,city,Jefferson, CO, Denver-Aurora-Lakewood, Park County
45935,city,Jeffers, MN, Cottonwood County,
4593,city,Englewood, FL, Punta Gorda, Charlotte County
45923,city,Jansen, NE, Jefferson County,
4592,city,Englewood, CO, Denver-Aurora-Lakewood, Arapahoe County
45919,city,Jamul, CA, San Diego-Carlsbad, San Diego County
45917,city,Jacobson, MN, Grand Rapids, Itasca County
45916,city,Jacksonville, TX, Cherokee County,
45915,city,Jacksonville, PA, Indiana, Indiana County
45911,city,Jackson, MI, Jackson County,
45910,city,Jacks Creek, TN, Jackson, Chester County
45908,city,Ivins, UT, St. George, Washington County
45907,city,Ivey, GA, Wilkinson County,
45906,city,Ivanhoe, MN, Lincoln County,
45903,city,Itasca, IL, Chicago-Naperville-Elgin, DuPage County
45902,city,Isle of Palms, SC, Charleston-North Charleston, Charleston County
4590,city,Enfield, IL, White County,
45898,city,Isabel, KS, Barber County,
45895,city,Ironton, MN, Brainerd, Crow Wing County
45891,city,Iowa Falls, IA, Hardin County,
45890,city,Iola, TX, Grimes County,
45889,city,Town Of Inlet, NY, Hamilton County,
45888,city,Inglewood, CA, Los Angeles-Long Beach-Anaheim, Los Angeles County
45886,city,Ingleside, TX, Corpus Christi, San Patricio County
45885,city,Ingleside, MD, Baltimore-Columbia-Towson, Queen Annes County
45882,city,Ingalls, KS, Gray County,
45881,city,Ingalls, IN, Indianapolis-Carmel-Anderson, Madison County
45879,city,Indore, WV, Charleston, Clay County
45878,city,Indio, CA, Riverside-San Bernardino-Ontario, Riverside County
45876,city,Indianola, IL, Danville, Vermilion County
45875,city,Indian Valley, VA, Blacksburg-Christiansburg-Radford, Floyd County
45872,city,Indian River, MI, Cheboygan County,
45870,city,Indian Head Park, IL, Chicago-Naperville-Elgin, Cook County
45865,city,Imbler, OR, La Grande, Union County
45861,city,Idalia, CO, Yuma County,
45859,city,Hypoluxo, FL, Miami-Fort Lauderdale-West Palm Beach, Palm Beach County
45855,city,Hyampom, CA, Trinity County,
45853,city,Hustle, VA, Essex County,
45849,city,Huron, TN, Henderson County,
45848,city,Hurley, WI, Iron County,
45846,city,Huntertown, IN, Fort Wayne, Allen County
45845,city,Hunter, ND, Fargo, Cass County
45843,city,Humboldt, TN, Gibson County,
45842,city,Humboldt, IL, Charleston-Mattoon, Coles County
45841,city,Hulbert, MI, Sault Ste. Marie, Chippewa County
4584,city,Emmett, KS, Manhattan, Pottawatomie County
45839,city,Huger, SC, Charleston-North Charleston, Berkeley County
45835,city,Hudson Bend, TX, Austin-Round Rock, Travis County
45829,city,Howe, OK, Fort Smith, LeFlore County
45827,city,Howards Grove, WI, Sheboygan, Sheboygan County
45824,city,Houtzdale, PA, DuBois, Clearfield County
45822,city,Houston, PA, Pittsburgh, Washington County
45820,city,Houghton Lake, MI, Roscommon County,
4582,city,Emeryville, CA, San Francisco-Oakland-Hayward, Alameda County
45816,city,Horseshoe Lake, AR, Memphis, Crittenden County
45815,city,Horseshoe Beach, FL, Dixie County,
45813,city,Horse Cave, KY, Hart County,
45812,city,Hornsby, TN, Hardeman County,
45811,city,Horicon, WI, Beaver Dam, Dodge County
45809,city,Hopkinton, IA, Delaware County,
45807,city,Town Of Hoosick, NY, Albany-Schenectady-Troy, Rensselaer County
45806,city,Hooper, NE, Fremont, Dodge County
45805,city,Hooper, CO, Alamosa County,
45804,city,Hooks, TX, Texarkana, Bowie County
45802,city,Hood River, OR, Hood River County,
45801,city,Honor, MI, Traverse City, Benzie County
45800,city,Honokaa, HI, Hilo, Hawaii County
45799,city,Honeyville, UT, Ogden-Clearfield, Box Elder County
45797,city,Honesdale, PA, Wayne County,
45795,city,Homewood, IL, Chicago-Naperville-Elgin, Cook County
45794,city,Homewood, AL, Birmingham-Hoover, Jefferson County
45793,city,Holts Summit, MO, Jefferson City, Callaway County
45792,city,Holstein, NE, Hastings, Adams County
45789,city,Holmes Beach, FL, North Port-Sarasota-Bradenton, Manatee County
45787,city,Holly Pond, AL, Cullman, Cullman County
45785,city,Holliston, MA, Boston-Cambridge-Newton, Middlesex County
45783,city,Holliday, MO, Monroe County,
45782,city,Holland, OH, Toledo, Lucas County
45780,city,Holland, MN, Pipestone County,
45779,city,Holland, IN, Jasper, Dubois County
45777,city,Holden, ME, Bangor, Penobscot County
45776,city,Holcomb, MO, Kennett, Dunklin County
45774,city,Holbrook, AZ, Show Low, Navajo County
4577,city,Elroy, WI, Juneau County,
45767,city,Hitchcock, SD, Huron, Beadle County
45762,city,Hinton, IA, Sioux City, Plymouth County
45760,city,Hinsdale, MT, Valley County,
4576,city,Elora, TN, Lincoln County,
45759,city,Hinckley, MN, Pine County,
45754,city,Hillside, IL, Chicago-Naperville-Elgin, Cook County
45750,city,Hillsborough, NC, Durham-Chapel Hill, Orange County
4575,city,Elnora, IN, Washington, Daviess County
45749,city,Hillsboro, WV, Pocahontas County,
45748,city,Hillister, TX, Tyler County,
45747,city,Hilliard, FL, Jacksonville, Nassau County
45746,city,Hillcrest, TX, Houston-The Woodlands-Sugar Land, Brazoria County
45745,city,Hill Country Village, TX, San Antonio-New Braunfels, Bexar County
45744,city,Hilham, TN, Cookeville, Overton County
45736,city,Higginson, AR, Searcy, White County
45732,city,Hesperia, CA, Riverside-San Bernardino-Ontario, San Bernardino County
45730,city,Hertford, NC, Elizabeth City, Perquimans County
4573,city,Elmore, VT, Lamoille County,
45728,city,Herrin, IL, Carbondale-Marion, Williamson County
45726,city,Hermosa, SD, Rapid City, Custer County
45725,city,Herman, MN, Grant County,
45723,city,Heppner, OR, Hermiston-Pendleton, Morrow County
45722,city,Hepler, KS, Pittsburg, Crawford County
45721,city,Henry, NE, Scottsbluff, Scotts Bluff County
45720,city,Henrietta, TX, Wichita Falls, Clay County
4572,city,Elmore, MN, Faribault County,
45718,city,Henderson, TX, Longview, Rusk County
45717,city,Henderson, MN, Minneapolis-St. Paul-Bloomington, Sibley County
45716,city,Henderson, IL, Galesburg, Knox County
45715,city,Henagar, AL, Fort Payne, De Kalb County
45713,city,Helix, OR, Hermiston-Pendleton, Umatilla County
45708,city,Hebron, OH, Columbus, Licking County
45705,city,Hebron, IN, Chicago-Naperville-Elgin, Porter County
45704,city,Hebo, OR, Tillamook County,
4570,city,Elmira, MI, Antrim County,
45697,city,Hayes, VA, Virginia Beach-Norfolk-Newport News, Gloucester County
45694,city,Hay, WA, Pullman, Whitman County
45692,city,Hawthorne, NY, New York-Newark-Jersey City, Westchester County
45691,city,Hawthorn Woods, IL, Chicago-Naperville-Elgin, Lake County
45689,city,Haverhill, MA, Boston-Cambridge-Newton, Essex County
45685,city,Hatley, MS, Monroe County,
45684,city,Hasty, CO, Bent County,
45683,city,Hasty, AR, Harrison, Newton County
45680,city,Haslett, MI, Lansing-East Lansing, Ingham County
4568,city,Elmhurst, IL, Chicago-Naperville-Elgin, DuPage County
45678,city,Harwood, MO, Vernon County,
45676,city,Harvey, IL, Chicago-Naperville-Elgin, Cook County
45673,city,Hartsburg, IL, Lincoln, Logan County
45672,city,Hartford, ME, Oxford County,
45671,city,Hartford, IA, Des Moines-West Des Moines, Warren County
4567,city,Elm Grove, LA, Shreveport-Bossier City, Bossier Parish
45669,city,Harrison, WI, Appleton, Calumet County
45667,city,Harrison, MT, Madison County,
45663,city,Harriman, NY, New York-Newark-Jersey City, Orange County
45662,city,Harrellsville, NC, Hertford County,
45661,city,Harrah, OK, Oklahoma City, Oklahoma County
45659,city,Harmony, MN, Rochester, Fillmore County
45658,city,Harmony, IN, Terre Haute, Clay County
45657,city,Harmans, MD, Baltimore-Columbia-Towson, Anne Arundel County
45655,city,Harlan, IA, Shelby County,
45654,city,Hardy, AR, Sharp County,
45653,city,Hardinsburg, KY, Breckinridge County,
45652,city,Hardin, IL, St. Louis, Calhoun County
45645,city,Hanover Park, IL, Chicago-Naperville-Elgin, DuPage County
45644,city,Hanover, PA, York-Hanover, York County
45643,city,Hanover, ME, Oxford County,
45642,city,Hanover, IL, Jo Daviess County,
45641,city,Hanna, UT, Duchesne County,
45640,city,Hanley Falls, MN, Yellow Medicine County,
45638,city,Hancock, ME, Hancock County,
45637,city,Hancock, MA, Pittsfield, Berkshire County
45635,city,Hampton, IL, Davenport-Moline-Rock Island, Rock Island County
45633,city,Hammond, IL, Champaign-Urbana, Piatt County
45631,city,Hamler, OH, Henry County,
4563,city,Ellis, KS, Hays, Ellis County
45629,city,Hamilton, IA, Pella, Marion County
45627,city,Hamburg, NJ, New York-Newark-Jersey City, Sussex County
45625,city,Halsey, OR, Albany, Linn County
45624,city,Hallwood, VA, Accomack County,
45622,city,Hallsboro, NC, Columbus County,
45620,city,Hallowell, ME, Augusta-Waterville, Kennebec County
45617,city,Hallettsville, TX, Lavaca County,
45616,city,Halifax, VA, Halifax County,
45615,city,Hales Corners, WI, Milwaukee-Waukesha-West Allis, Milwaukee County
45612,city,Haines City, FL, Lakeland-Winter Haven, Polk County
4561,city,Ellinger, TX, Fayette County,
45602,city,Hacienda Heights, CA, Los Angeles-Long Beach-Anaheim, Los Angeles County
4560,city,Ellensburg, WA, Kittitas County,
45599,city,Gurley, NE, Cheyenne County,
45598,city,Gunnison, MS, Cleveland, Bolivar County
45595,city,Gully, MN, Grand Forks, Polk County
45593,city,Guion, AR, Izard County,
45592,city,Guinda, CA, Sacramento--Roseville--Arden-Arcade, Yolo County
45590,city,Guilford, IN, Cincinnati, Dearborn County
4559,city,Ellendale, DE, Salisbury, Sussex County
45587,city,Guadalupe, AZ, Phoenix-Mesa-Scottsdale, Maricopa County
45586,city,Grovertown, IN, Starke County,
45584,city,Groton, SD, Aberdeen, Brown County
45582,city,Grosse Pointe Shores, MI, Detroit-Warren-Dearborn, Wayne County
45581,city,Grosse Ile, MI, Detroit-Warren-Dearborn, Wayne County
45577,city,Grimsley, TN, Fentress County,
45576,city,Grimes, IA, Des Moines-West Des Moines, Polk County
45575,city,Grimes, AL, Ozark, Dale County
4557,city,Elkton, MD, Philadelphia-Camden-Wilmington, Cecil County
45569,city,Greenwood, MS, Leflore County,
45568,city,Greenwood, LA, Shreveport-Bossier City, Caddo Parish
45565,city,Greenwich, CT, Bridgeport-Stamford-Norwalk, Fairfield County
45564,city,Greenway, AR, Clay County,
45563,city,Greenville, WI, Appleton, Outagamie County
45562,city,Greenville, RI, Providence-Warwick, Providence County
4556,city,Elkton, FL, Jacksonville, Saint Johns County
45558,city,Greenfield, IA, Adair County,
45556,city,Greene, ME, Lewiston-Auburn, Androscoggin County
45554,city,Greenbush, MN, Roseau County,
45553,city,Greenbrier, AR, Little Rock-North Little Rock-Conway, Faulkner County
45551,city,Green Mountain, NC, Yancey County,
45550,city,Green Lake, WI, Green Lake County,
4555,city,Elkins, AR, Fayetteville-Springdale-Rogers, Washington County
45549,city,Green Cove Springs, FL, Jacksonville, Clay County
45548,city,Green Bay, WI, Brown County,
45545,city,Great Bend, NY, Watertown-Fort Drum, Jefferson County
45543,city,Grayson, GA, Atlanta-Sandy Springs-Roswell, Gwinnett County
45539,city,Gray, GA, Macon-Bibb County, Jones County
45538,city,Gratz, PA, Harrisburg-Carlisle, Dauphin County
45537,city,Grasston, MN, Pine County,
45536,city,Grapeview, WA, Shelton, Mason County
45535,city,Grapeland, TX, Houston County,
45533,city,Grape Creek, TX, San Angelo, Tom Green County
45532,city,Granville, VT, Addison County,
45531,city,Granville, TN, Cookeville, Jackson County
45530,city,Grantville, GA, Atlanta-Sandy Springs-Roswell, Coweta County
4553,city,Elk Run Heights, IA, Waterloo-Cedar Falls, Black Hawk County
45529,city,Grantsville, UT, Salt Lake City, Tooele County
45528,city,Grantsville, MD, Garrett County,
45527,city,Grantsboro, NC, New Bern, Pamlico County
45526,city,Grantham, NH, Claremont-Lebanon, Sullivan County
45516,city,Grandview, TX, Dallas-Fort Worth-Arlington, Johnson County
45513,city,Grandview, IL, Springfield, Sangamon County
45512,city,Grandview, IA, Louisa County,
45511,city,Grandfalls, TX, Ward County,
45510,city,Grand Terrace, CA, Riverside-San Bernardino-Ontario, San Bernardino County
4551,city,Elk Horn, KY, Campbellsville, Taylor County
45509,city,Grand Ridge, IL, Ottawa-Peru, La Salle County
45508,city,Grand Rapids, MN, Itasca County,
45506,city,Grand Forks AFB, ND, Grand Forks, Grand Forks County
45504,city,Grand Coteau, LA, Opelousas, Saint Landry Parish
45503,city,Grand Canyon, AZ, Flagstaff, Coconino County
45501,city,Granada, CO, Prowers County,
4550,city,Elk, WA, Spokane-Spokane Valley, Spokane County
45496,city,Grafton, VT, Windham County,
45495,city,Grady, AR, Pine Bluff, Lincoln County
45490,city,Goshen, KY, Louisville/Jefferson County, Oldham County
45489,city,Goshen, CT, Torrington, Litchfield County
45488,city,Goreville, IL, Johnson County,
45487,city,Gordonville, TX, Sherman-Denison, Grayson County
45486,city,Gordonsville, TN, Nashville-Davidson--Murfreesboro--Franklin, Smith County
45483,city,Goose Lake, IA, Clinton, Clinton County
45482,city,Goodyears Bar, CA, Sierra County,
45480,city,Goodwin, SD, Deuel County,
4548,city,Elizabeth, CO, Denver-Aurora-Lakewood, Elbert County
45478,city,Goodman, WI, Marinette, Marinette County
45475,city,Goodell, IA, Hancock County,
45473,city,Goldsboro, NC, Wayne County,
45470,city,Golden, CO, Denver-Aurora-Lakewood, Jefferson County
4547,city,Elizabeth, AR, Mountain Home, Baxter County
45467,city,Glyndon, MD, Baltimore-Columbia-Towson, Baltimore County
45464,city,Glenwood, MN, Pope County,
45463,city,Glenwillow, OH, Cleveland-Elyria, Cuyahoga County
45461,city,Glenpool, OK, Tulsa, Tulsa County
45460,city,Glenn, CA, Glenn County,
45459,city,Glendive, MT, Dawson County,
45458,city,Glendale, MO, St. Louis, Saint Louis County
45457,city,Glendale, CA, Los Angeles-Long Beach-Anaheim, Los Angeles County
45454,city,Glen Saint Mary, FL, Jacksonville, Baker County
4545,city,Elida, NM, Portales, Roosevelt County
45449,city,Glen Burnie, MD, Baltimore-Columbia-Towson, Anne Arundel County
45446,city,Glassport, PA, Pittsburgh, Allegheny County
45445,city,Glady, WV, Elkins, Randolph County
45444,city,Gladstone, OR, Portland-Vancouver-Hillsboro, Clackamas County
45441,city,Girard, OH, Youngstown-Warren-Boardman, Trumbull County
45440,city,Girard, IL, St. Louis, Macoupin County
45439,city,Gilson, IL, Galesburg, Knox County
45438,city,Gilman City, MO, Harrison County,
45436,city,Gillett Grove, IA, Spencer, Clay County
45435,city,Gillett, TX, Karnes County,
45432,city,Gildford, MT, Hill County,
45431,city,Gilbertsville, KY, Marshall County,
45430,city,Gilbert, AR, Searcy County,
4543,city,Elgin, OK, Lawton, Comanche County
45429,city,Gig Harbor, WA, Seattle-Tacoma-Bellevue, Pierce County
45428,city,Gifford, IL, Champaign-Urbana, Champaign County
45427,city,Gibbonsville, ID, Lemhi County,
45426,city,Gibbon, MN, Minneapolis-St. Paul-Bloomington, Sibley County
45425,city,Ghent, KY, Carroll County,
45423,city,Gerlaw, IL, Warren County,
45422,city,Gering, NE, Scottsbluff, Scotts Bluff County
45417,city,Georgetown, TX, Austin-Round Rock, Williamson County
45416,city,Georgetown, OH, Cincinnati, Brown County
