Year-Month,Date Interest,Days On Market
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
2019-11-01,11/7/2019,22.0
2019-11-01,11/14/2019,22.0
2019-11-01,11/21/2019,22.0
2019-11-01,11/27/2019,22.0
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,11/7/2019,
,11/14/2019,
,11/21/2019,
,11/27/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
2019-12-01,12/5/2019,25.0
2019-12-01,12/12/2019,25.0
2019-12-01,12/19/2019,25.0
2019-12-01,12/26/2019,25.0
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,12/5/2019,
,12/12/2019,
,12/19/2019,
,12/26/2019,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,2/6/2020,
,2/13/2020,
,2/20/2020,
,2/27/2020,
,2/6/2020,
,2/13/2020,
,2/20/2020,
,2/27/2020,
,2/6/2020,
,2/13/2020,
,2/20/2020,
,2/27/2020,
,2/6/2020,
,2/13/2020,
,2/20/2020,
,2/27/2020,
,2/6/2020,
,2/13/2020,
,2/20/2020,
,2/27/2020,
,2/6/2020,
,2/13/2020,
,2/20/2020,
,2/27/2020,
,2/6/2020,
,2/13/2020,
,2/20/2020,
,2/27/2020,
,2/6/2020,
,2/13/2020,
,2/20/2020,
,2/27/2020,
,2/6/2020,
,2/13/2020,
,2/20/2020,
,2/27/2020,
,2/6/2020,
,2/13/2020,
,2/20/2020,
,2/27/2020,
,3/5/2020,
,3/12/2020,
,3/19/2020,
,3/26/2020,
,3/5/2020,
,3/12/2020,
,3/19/2020,
,3/26/2020,
,3/5/2020,
,3/12/2020,
,3/19/2020,
,3/26/2020,
,3/5/2020,
,3/12/2020,
,3/19/2020,
,3/26/2020,
,3/5/2020,
,3/12/2020,
,3/19/2020,
,3/26/2020,
,3/5/2020,
,3/12/2020,
,3/19/2020,
,3/26/2020,
,3/5/2020,
,3/12/2020,
,3/19/2020,
,3/26/2020,
,3/5/2020,
,3/12/2020,
,3/19/2020,
,3/26/2020,
,3/5/2020,
,3/12/2020,
,3/19/2020,
,3/26/2020,
,3/5/2020,
,3/12/2020,
,3/19/2020,
,3/26/2020,
,4/2/2020,
,4/9/2020,
,4/16/2020,
,4/23/2020,
,4/30/2020,
,4/2/2020,
,4/9/2020,
,4/16/2020,
,4/23/2020,
,4/30/2020,
,4/2/2020,
,4/9/2020,
,4/16/2020,
,4/23/2020,
,4/30/2020,
,4/2/2020,
,4/9/2020,
,4/16/2020,
,4/23/2020,
,4/30/2020,
,4/2/2020,
,4/9/2020,
,4/16/2020,
,4/23/2020,
,4/30/2020,
,4/2/2020,
,4/9/2020,
,4/16/2020,
,4/23/2020,
,4/30/2020,
,4/2/2020,
,4/9/2020,
,4/16/2020,
,4/23/2020,
,4/30/2020,
,4/2/2020,
,4/9/2020,
,4/16/2020,
,4/23/2020,
,4/30/2020,
,4/2/2020,
,4/9/2020,
,4/16/2020,
,4/23/2020,
,4/30/2020,
,4/2/2020,
,4/9/2020,
,4/16/2020,
,4/23/2020,
,4/30/2020,
,5/7/2020,
,5/14/2020,
,5/21/2020,
,5/28/2020,
,5/7/2020,
,5/14/2020,
,5/21/2020,
,5/28/2020,
,5/7/2020,
,5/14/2020,
,5/21/2020,
,5/28/2020,
,5/7/2020,
,5/14/2020,
,5/21/2020,
,5/28/2020,
,5/7/2020,
,5/14/2020,
,5/21/2020,
,5/28/2020,
,5/7/2020,
,5/14/2020,
,5/21/2020,
,5/28/2020,
,5/7/2020,
,5/14/2020,
,5/21/2020,
,5/28/2020,
,5/7/2020,
,5/14/2020,
,5/21/2020,
,5/28/2020,
,5/7/2020,
,5/14/2020,
,5/21/2020,
,5/28/2020,
,5/7/2020,
,5/14/2020,
,5/21/2020,
,5/28/2020,
,6/4/2020,
,6/11/2020,
,6/18/2020,
,6/25/2020,
,6/4/2020,
,6/11/2020,
,6/18/2020,
,6/25/2020,
,6/4/2020,
,6/11/2020,
,6/18/2020,
,6/25/2020,
,6/4/2020,
,6/11/2020,
,6/18/2020,
,6/25/2020,
,6/4/2020,
,6/11/2020,
,6/18/2020,
,6/25/2020,
,6/4/2020,
,6/11/2020,
,6/18/2020,
,6/25/2020,
,6/4/2020,
,6/11/2020,
,6/18/2020,
,6/25/2020,
,6/4/2020,
,6/11/2020,
,6/18/2020,
,6/25/2020,
,6/4/2020,
,6/11/2020,
,6/18/2020,
,6/25/2020,
,6/4/2020,
,6/11/2020,
,6/18/2020,
,6/25/2020,
,7/2/2020,
,7/9/2020,
,7/16/2020,
,7/23/2020,
,7/30/2020,
,7/2/2020,
,7/9/2020,
,7/16/2020,
,7/23/2020,
,7/30/2020,
,7/2/2020,
,7/9/2020,
,7/16/2020,
,7/23/2020,
,7/30/2020,
,7/2/2020,
,7/9/2020,
,7/16/2020,
,7/23/2020,
,7/30/2020,
,7/2/2020,
,7/9/2020,
,7/16/2020,
,7/23/2020,
,7/30/2020,
,7/2/2020,
,7/9/2020,
,7/16/2020,
,7/23/2020,
,7/30/2020,
,7/2/2020,
,7/9/2020,
,7/16/2020,
,7/23/2020,
,7/30/2020,
,7/2/2020,
,7/9/2020,
,7/16/2020,
,7/23/2020,
,7/30/2020,
,7/2/2020,
,7/9/2020,
,7/16/2020,
,7/23/2020,
,7/30/2020,
,7/2/2020,
,7/9/2020,
,7/16/2020,
,7/23/2020,
,7/30/2020,
,8/6/2020,
,8/13/2020,
,8/20/2020,
,8/27/2020,
,8/6/2020,
,8/13/2020,
,8/20/2020,
,8/27/2020,
,8/6/2020,
,8/13/2020,
,8/20/2020,
,8/27/2020,
,8/6/2020,
,8/13/2020,
,8/20/2020,
,8/27/2020,
,8/6/2020,
,8/13/2020,
,8/20/2020,
,8/27/2020,
,8/6/2020,
,8/13/2020,
,8/20/2020,
,8/27/2020,
,8/6/2020,
,8/13/2020,
,8/20/2020,
,8/27/2020,
,8/6/2020,
,8/13/2020,
,8/20/2020,
,8/27/2020,
,8/6/2020,
,8/13/2020,
,8/20/2020,
,8/27/2020,
,8/6/2020,
,8/13/2020,
,8/20/2020,
,8/27/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
,1/30/2020,
,1/2/2020,
,1/9/2020,
,1/16/2020,
,1/23/2020,
